prodducts&desc,seller,price,review
Surface Go Docking Station, 6-in-1 Surface Dock with 4K USB C to HDMI, USB C Power Delivery Port, USB 3.0 Ports, 3.5mm Earphones Jack,SD/TF Card Reader USB Adapter for Surface Go1/Go2,TECHUS,$5.99,3.9 out of 5 stars -  4 ratings
GIFZES USB Hub 3.0, USB C Adapter and 3-in-1 Docking Station, Expansion Dock Hot Swap USB3.0 USB2.0 Type-C Mini Cable Hub for Projector Grey USB,fugongyan,$6.84,not available
